,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
409,2004-11-15 23:25:01,1100541301.0,chk,0.978,16.89,-43.18869828456105,1183.81,-7.514843750000004,-35.673854534561045
410,2008-11-04 00:31:41,1225738901.0,chk,1.334,20.63,-30.608812647157755,1005.75,-21.42578125,-9.183031397157755
411,2012-03-06 01:55:37,1330979137.0,chk,60.5,24.23,-18.499831819710728,1343.36,4.949999999999992,-23.44983181971072
412,2011-11-02 20:11:50,1320244910.0,chk,65.25,28.03,-5.718129835183314,1237.9,-3.289062499999993,-2.429067335183321
413,2008-12-18 00:12:57,1229539377.0,chk,0.874,16.09,-45.87958291288261,885.28,-30.837500000000002,-15.04208291288261
414,2008-12-26 00:00:35,1230229835.0,chk,0.874,15.18,-48.940464177598386,872.8,-31.812500000000004,-17.127964177598383
415,2011-11-16 00:01:03,1321381863.0,chk,72.62,25.47,-14.328960645812316,1236.91,-3.366406249999994,-10.962554395812322
416,2007-04-07 14:34:35,1175936675.0,chk,0.656,32.51,9.350824083417415,1439.37,12.450781249999991,-3.099957166582577
417,2012-07-18 04:41:37,1342566697.0,chk,70.54,19.24,-35.28422468886647,1372.78,7.248437499999998,-42.53266218886647
418,2010-01-05 17:28:55,1262692735.0,chk,70.54,28.8,-3.1281533804238135,1136.52,-11.209375000000001,8.081221619576187
419,2012-07-10 07:07:32,1341884252.0,chk,70.54,19.98,-32.79515640766902,1341.47,4.802343750000002,-37.59750015766902
420,2012-07-09 02:11:07,1341780067.0,chk,70.54,20.04,-32.593340060544904,1352.46,5.660937500000003,-38.25427756054491
421,2013-04-23 16:55:32,1366716332.0,chk,71.83,18.75,-36.93239152371342,1578.78,23.342187499999998,-60.274579023713414
422,2004-12-15 01:44:04,1103055244.0,chk,0.978,16.5,-44.500504540867816,1205.72,-5.803124999999998,-38.697379540867814
423,2013-05-11 12:17:42,1368254862.0,chk,74.66,20.15,-32.2233434241507,1632.69,27.553906250000004,-59.7772496741507
424,2007-10-16 05:54:58,1192494298.0,chk,0.81,37.79,27.11066263033972,1538.53,20.197656249999998,6.9130063803397235
425,2011-11-06 20:42:20,1320592340.0,mmm,35.37,79.3,0.0,1261.15,0.0,0.0
426,2008-10-28 17:16:35,1225194395.0,mmm,0.577,60.42,-23.808322824716264,940.51,-25.424414225112006,1.6160914003957423
427,2012-03-16 02:13:46,1331844226.0,mmm,33.07,90.0,13.493064312736447,1404.17,11.340443246243506,2.152621066492941
428,2006-06-16 17:32:12,1150459332.0,mmm,0.24,80.65,1.7023959646910576,1251.54,-0.7620029338302444,2.464398898521302
429,2013-02-06 07:45:45,1360116945.0,mmm,33.27,101.49,27.982345523329126,1512.12,19.900091186615374,8.082254336713753
430,2007-03-12 13:10:43,1173685243.0,mmm,0.356,74.73,-5.762925598991164,1406.6,11.533124529199524,-17.29605012819069
431,2011-12-26 06:27:06,1324861026.0,mmm,35.37,82.2,3.6569987389659593,1265.33,0.33144352376797653,3.3255552151979826
